TDP
15.75206
13.19444
21.43566
30.56561
20.58312
14.25714
11.77354
21.5691
23.87814
21.43566
30.42882
8.48454
44.02434
12.3419
34.11094
13.19444
24.48078
31.57494
14.04698
32.34462
24.26298
17.74132
37.73238
42.35046
21.15148
22.33878
25.03266
40.8111
52.3563
22.72362
41.19594
40.34222
37.73238
33.1143
18.49038
60.0531
23.87814
23.87814
18.59386
18.59386
13.48746
12.71778
27.31318
27.3417
13.48746
17.7207
6.903036
4.602024
8.875332
10.0915812
5.259456
6.245604
8.2179
9.86148
16.9946172
8.2179
5.588172
4.602024
14.3648892
28.598292
61.3712772
15.120936
14.6936052
9.86148
27.1848132
13.7074572
5.4895572
8.6452308
6.57432
11.7351612
0.8875332
28.598292
101.474629
2.5311132
7.0016508
2.8598292
8.9739468
10.2888108
43.2918972
54.1395252
7.889184
5.8182732
6.903036
17.1918468
4.5034092
9.3026628
5.8182732
382.95414
4.93074
4.8321252
9.1054332
10.518912
1.8736812
4.5034092
0.8875332
6.57432
123.827317
19.065528
22.681404
14.134788
25.639848
14.3648892
26.954712
19.72296
5.259456
23.667552
22.681404
16.4358
23.996268
17.750664
19.394244
4.7006388
8.3165148
79.549272
22.023972
7.9877988
17.750664
14.79222
4.0432068
3.0570588
17.750664
4.0432068
9.3026628
17.1918468
7.3303668
3.1885452
16.107084
6.0155028
3.0570588
14.79222
22.681404
11.50506
23.01012
18.736812
5.8182732
12.0638772
3.5172612
33.200316
8.1192852
3.3857748
15.778368
18.736812
14.79222
21.36654
10.0915812
3.7144908
18.07938
18.07938
3.0570588
57.0979692
40.760784
38.3611572
49.636116
4.3719228
12.819924
12.0638772
13.9046868
3.7144908
6.903036
5.4895572
6.4757052
1.314864
18.1779948
44.37666
77.1496452
56.6377668
12.7213092
20.1502908
22.023972
18.736812
2.3996268
10.7490132
12.819924
2.301012
3.7144908
3.7144908
42.6344652
3.3857748
5.0293548
9.286296
45.220224
73.886616
25.436376
29.473896
30.685152
39.7009342
87.210432
54.102768
71.867856
43.201464
14.535072
30.2814
23.417616
5.248776
7.53804984
11.708808
16.8243458
46.43148
32.5706738
5.3699016
48.853992
79.942896
0.67426584
44.008968
37.0119458
158.55341
39.4344578
3.90428184
29.2033822
9.55680984
7.13429784
20.0543618
3.90428184
5.78576616
18.7058302
9.01578216
29.3406578
119.781106
250.86323
17.4824616
17.6318498
23.6881298
8.34555384
29.3406578
16.0168418
52.7582738
83.3061502
18.7058302
20.995104
21.1283422
3.3511416
89.9034578
11.0345422
17.8983262
44.5459582
40.0925736
15.4637016
42.5271982
9.0036696
23.2843778
49.1245058
8.20827816
6.99702216
11.8420462
33.3781778
12.2457982
13.5943298
25.7068898
1.7361336
13.1905778
10.2149256
11.8420462
6.59327016
5.92304184
8.5999176
36.6081938
15.8795662
10.6307902
9.01578216
27.858888
0.9286296
31.7631698
112.780046
129.333878
12.7868258
14.2645582
20.4581138
39.2850696
71.1814776
17.6318498
13.4449416
57.0622702
6.99702216
60.6839256
5.11553784
19.5133342
86.5240536
76.8340056
84.5174062
36.0550536
34.8437976
35.171856
16.262256
18.531408
26.095248
23.447904
18.153216
38.953776
18.153216
25.717056
11.723952
27.986208
27.608016
28.742592
41.60112
54.459648
32.902704
35.92824
34.03728
23.447904
13.614912
26.095248
17.396832
16.640448
14.371296
7.942032
17.775024
22.313328
2.647344
12.858528
4.160112
17.396832
21.178752
18.9096
17.01864
15.505872
21.556944
16.640448
18.153216
13.993104
59.754336
66.561792
82.067664
11.34576
12.480336
17.775024
17.775024
5.294688
26.851632
26.47344
10.967568
-1.134576
126.316128
206.871024
5.294688
10.589376
6.051072
5.294688
19.287792
13.614912
0.756384
10.967568
4.916496
15.884064
13.993104
7.56384
16.262256
15.884064
3.025536
13.993104
21.178752
49.921344
40.844736
151.2768
69.96552
88.496928
119.886864
278.727504
15.12768
26.47344
21.178752
24.960672
26.095248
20.422368
26.851632
24.204288
21.178752
13.614912
28.3644
34.415472
29.498976
11.723952
10.589376
27.986208
10.211184
14.749488
58.241568
30.633552
74.125632
43.49208
10.967568
39.331968
30.633552
27.608016
12.102144
14.749488
14.749488
35.92824
12.480336
14.749488
43.49208
226.537008
102.11184
88.118736
116.104944
156.94968
26.47344
24.204288
17.775024
19.287792
17.396832
14.371296
10.211184
12.102144
23.447904
31.011744
9.08
8.354
15.255
9.08
7.99
16.344
11.986
19.431
21.792
23.79
21.792
2.542
16.889
9.262
11.078
8.717
7.99
10.533
9.807
3.269
1.816
10.896
12.349
10.896
7.627
17.797
44.311
33.415
31.599
8.717
25.787
26.877
8.354
45.945
2.542
16.435
18.887
11.713
15.164
14.074
20.793
11.441
37.138
36.23
15.709
136.474
44.038
66.012
15.89
8.444
28.269
30.872
13.075
11.532
12.077
11.35
11.169
9.988
13.893
9.08
15.618
4.722
8.354
8.354
